text,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,conversation_id,created_at,in_reply_to_user_id,author_id,id
@Bastionnarg @sw4g_ct @avalancheavax @SushiSwap It’s because he lied about it despite everyone knowing lmao,0,0,1,0,1470576578547662858,2021-12-15T03:31:28.000Z,1275076821273329672,1334930560813166592,1470959667173986305
"@AVAXDaily @avalancheavax @avalabsofficial Hey guys 
What’s the best place to stake Avax ?",0,0,0,0,1470762326215168004,2021-12-15T03:30:07.000Z,1390321458140778499,1411536154457935874,1470959326022053892
@bcmhunt @avalancheavax On fire,0,0,3,0,1470910091712892928,2021-12-15T03:29:22.000Z,1432874358515453959,1295110826,1470959140562518017
@Avalanche_Space @circlepay @avalancheavax This is really a recent piece of popular news. I'm thrilled to see this on my newsfeed at long last. Well done for putting together this support structure for @circlepay. What a fantastic thing to have discovered on the @avalancheavax network right now. It's a fantastic #defi!,0,0,0,0,1470807255700602881,2021-12-15T03:25:06.000Z,1409531617773723650,1303668139297824769,1470958064430120962
"@JadeProtocol IF THIS AIN’T BULLISH THAN I DON’T KNOW WHAT IS! 🤑🤑🤑🤑🤑🤑🚀🚀🚀🚀🚀

@JadeProtocol and @avalancheavax are teaming up. This is going to be huge for both!

#jadeprotocol #AVAXUSDT #AVAX #Avalanche #AVAXNFT #ETH #BTC https://t.co/WHKCtu0eTc",1,0,1,0,1470892419738705925,2021-12-15T03:25:00.000Z,1460302277240045573,1361070754419286016,1470958038232166403
@Avalanche_Space @circlepay @avalancheavax @circlepay has finally decided to support the USD Coin. What are the reasons you considered on supporting their coins?,0,0,0,0,1470807255700602881,2021-12-15T03:23:43.000Z,1409531617773723650,1406080854749696002,1470957715153317891
@Life_DAO @AVAXDaily @avalancheavax @GigaChadAVX @CerbyToken @Tornadao_fi @SnowbankDAO @BrigFinance @OlympusDAO why the site is down?,0,1,0,0,1470609767475388421,2021-12-15T03:22:27.000Z,1461655490820288514,2514935768,1470957397325889537
@akitavax @avalancheavax @CoinDesk Nice,0,0,0,0,1470764176582885378,2021-12-15T03:21:05.000Z,1453611952958328833,1429965142247174148,1470957055691288580
@Avalanche_Space @circlepay @avalancheavax Kudos to all developers under @Circlepay organization!How you could create that excellent idea?we really appreciate this for allowing us to use your services!,0,0,0,0,1470807255700602881,2021-12-15T03:20:05.000Z,1409531617773723650,1457698976766246912,1470956801701326853
@Avalanche_Space @circlepay @avalancheavax This is a piece of popular news lately. I am excited to finally see this pop up on my feed. Well done for this support structure done for @circlepay. What a great thing to catch on the @avalancheavax network now. Their #defi solution is great. Catch this development now.,0,0,0,0,1470807255700602881,2021-12-15T03:13:09.000Z,1409531617773723650,1452308234514190343,1470955057004703745
"@AVAXDaily @avalancheavax @GigaChadAVX @CerbyToken @Tornadao_fi @SnowbankDAO @BrigFinance @Life_DAO @OlympusDAO can't access their site, what's going on?
Rug pull???!!!!",0,3,3,0,1470609767475388421,2021-12-15T03:12:57.000Z,1390321458140778499,1436998495596998666,1470955006815657984
"@douxdail @sw4g_ct @avalancheavax @SushiSwap Errrmm hes always been a giant c@nt it's just now people are seeing it happen multiple times that it's sinking in. He is a liar, a manipulator and a hype man. That's it. Nothing more.

He fucked over $OHM and now he fucked over $JOE #DaniIsAPoS",0,1,1,0,1470576578547662858,2021-12-15T03:11:28.000Z,4054158633,1440088087179059208,1470954636425056256
"@notNGMl @AaveAave @tranquil_fi @harmonyprotocol @chainlink @Smart_Contract @avalancheavax @0xPolygon A 100x GEM @ajeverse

https://t.co/fcPTb9QSGm
-TEAM FULLY DOXXED &amp; KYCD
-NFT MARKET PLACE Q1
-METAVERSE IMMINENT
-HYPER SUCCESSFUL PRE-SALE
-JUST LISTED ON PANCAKE SWAP
-CMC listed ✅
-CG listed✅
-BEST TIME TO GET IN 

https://t.co/hNfm14T4T8",0,0,0,0,1470605350713786370,2021-12-15T03:11:28.000Z,1345748411157458946,1342774156136472581,1470954632591593475
@jayks17 @sherpa_cash @avalancheavax It’s beautiful to see 🔺grow,0,0,0,0,1470785199109808129,2021-12-15T03:11:25.000Z,1004339517799698434,3714005477,1470954623083200516
"@CelsiusNetwork 

We need Bridge for usdc...

BRIDGE 

For @Algorand 
@avalancheavax",0,0,0,0,1470954500429127682,2021-12-15T03:10:56.000Z,900437084321832960,802703185488019456,1470954500429127682
