conversation_id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,text,in_reply_to_user_id,id,created_at,author_id
1493422212682219523,9,4,36,0,"Good morning everyone 😇

@chikn_nft
@VendMachineNFT
@swarms_ai
@avalancheavax
@VMTycoons
@ShaunaBurbary
@Chiknwhalegod
@delsol_swarms
@CosmosOnBlocks
@MrWonderland21
#NFTs #Avalanche #blockchain https://t.co/VqvjkoyTyd",,1493422212682219523,2022-02-15T03:09:36.000Z,1484231116236423169
1493314220745707520,2,0,7,0,"@avalancheavax Ooooooh! @avalancheavax 👀

You guys might wanna check us out as well! We are still a micro cap with 200+ holders in ETH and 500+ holders in AVAX.

💰 Simply hold $NODAC and passively earn rewards in ETH/AVAX

#NodeLife #NaaS #Cryptocurrency https://t.co/wz4i1i2f8o",1055894724245155841,1493421405467455490,2022-02-15T03:06:24.000Z,1485764306876923910
1492610714846085120,0,0,0,0,@avalancheavax @AVAXAndrettiFE @JakeDennis19 @Oliver_Askew Teaaammmm  red and white !!!! Lets go!!!,1055894724245155841,1493420907087659016,2022-02-15T03:04:25.000Z,1479083502427533314
1488911535472791561,1,0,2,0,"@augmentedfin @avalancheavax @traderjoe_xyz Great project joint now guys
@chameleon_CAG @Anthonyjarvisaj @wszgrch @Bent2Jordan @AxelisJohn

#Airdrop #AugmentedFinance #AGF #AVAX",1359123268935045127,1493420870534332419,2022-02-15T03:04:16.000Z,1444553855933423620
1493344440395747329,5,0,8,0,"@avalancheavax @DefiLlama This is interesting to know! Thanks for the info @avalancheavax 

You guys might wanna check us out as well! We are still a micro cap with 200+ holders in ETH and 500+ holders in AVAX.

💰 Simply hold $NODAC and passively earn rewards in ETH/AVAX

#NodeLife #NaaS #Cryptocurrency https://t.co/AkLhDsFb9L",1055894724245155841,1493420754830241796,2022-02-15T03:03:49.000Z,1485764306876923910
1493416303318781955,0,0,0,0,@100XCryptoGem @avalancheavax Legit project?,2792610800,1493420748454699011,2022-02-15T03:03:47.000Z,1483535664025157637
1493416303318781955,0,0,0,0,@100XCryptoGem @avalancheavax Interesting project,2792610800,1493420451338629126,2022-02-15T03:02:36.000Z,1483552551723315208
1493416303318781955,0,0,0,0,@100XCryptoGem @avalancheavax Bullish🚀,2792610800,1493420348779421696,2022-02-15T03:02:12.000Z,1486034047814049799
1493416303318781955,0,0,0,0,"@100XCryptoGem @avalancheavax As always #GHC !

All people can be the #GalaxyHeroes, so KUCOIN is people's exchange should list #GalaxyHeroesCoin 😃 https://t.co/f2SG5A44eH",2792610800,1493420264243224580,2022-02-15T03:01:52.000Z,1486037643041415171
1493416303318781955,0,0,0,0,@100XCryptoGem @avalancheavax Seems great,2792610800,1493420149306802178,2022-02-15T03:01:24.000Z,1486032542478258187
1493416303318781955,0,0,0,0,"@100XCryptoGem @avalancheavax $AKITA 61k Hodlers. Steady and fighting the bears. A lot to come.
🐶🚀🚀🔥🔥
#GameFi #NFTs #Metaverse #AKITADAO 

@AKITA_network @essojayofficial @MacgavinRyan #Bitcoin #ETH #Ethereum https://t.co/7wWLFjnw4w",2792610800,1493420021279866883,2022-02-15T03:00:54.000Z,1483688371256016896
1493416303318781955,0,0,0,0,"@100XCryptoGem @avalancheavax 🚨🔥📣📢📣📢📣📢🔥🚨

We have heard everyone is waiting to stake 🥩 $Akita for Akita 🐶

We are proud to announce Akita pools will be available on our own DeFi platform through smart contracts + more Dapps revealed soon™️👀 all powered by the #Akita Inu Token 🚀

#Algorand #Algo",2792610800,1493419768023502851,2022-02-15T02:59:53.000Z,1483677570449428485
1493416303318781955,0,0,0,0,@100XCryptoGem @avalancheavax Thanks for sharing,2792610800,1493419605032935426,2022-02-15T02:59:14.000Z,1483681830230441985
1493419583188844544,1,1,3,0,"@LuckyRaces will be on all the chains! ⛓️

Starting w/ our Key Sale:
Buy on 6 (!) different Blockchains, get an NFT on Ethereum.  

Use a non-Eth chain &amp; we pay the Eth gas 🤯

Purchase on: @ethereum  @0xPolygon @avalancheavax  @FantomFDN  @optimismPBC @arbitrum

#NFTs #GameFi https://t.co/skS0UGrxZc",1447309945238556672,1493419583188844544,2022-02-15T02:59:09.000Z,1447309945238556672
1493416303318781955,0,0,1,0,@100XCryptoGem @avalancheavax Great info 👍,2792610800,1493419517111848964,2022-02-15T02:58:53.000Z,1483683536737648641
1493416303318781955,0,0,0,0,@100XCryptoGem @avalancheavax Done,2792610800,1493419496450961408,2022-02-15T02:58:49.000Z,1478930447790788610
1493410540449792001,0,1,3,0,@WendallLambo @JadeProtocol @BinanceChain @avalancheavax Oh I’m ready!! https://t.co/XrUkeccriQ,1418719731406704641,1493419409142005762,2022-02-15T02:58:28.000Z,1279139208347693061
1493416303318781955,0,0,0,0,@100XCryptoGem @avalancheavax Nice project,2792610800,1493419353882206211,2022-02-15T02:58:15.000Z,1483691148380102657
1493259982586138625,0,0,0,0,@Avalanche_Space @morphie_network @avalancheavax The price feeds will provide us the deals and will definitely let us have new wallet experience.,1409531617773723650,1493417284596944899,2022-02-15T02:50:01.000Z,1446268645651353615
1493416303318781955,90,32,119,1,"Already bridged your $AKITA over to @avalancheavax? 🐶💎
Anyone who wants to add AKITA-AVAX can do so here:
https://t.co/CGS4w4oJNg…
#AkitaINU #AkitaDAO #AVAX #Avalanche #Crypto https://t.co/2OICb2rf48",,1493416303318781955,2022-02-15T02:46:07.000Z,2792610800
1493223505277583361,0,0,0,0,"@The4thhorseman4 @bloktopia @avalancheavax @Chiliz @chainlink @animocabrands @CoinMarketCap @kucoincom @Bitboy_Crypto @ElrondNetwork @Cointelegraph @TheBinanceNFT @solana @travalacom @jakepaul @antifundvc @0xPolygon @Algorand We are sorry for any inconveniences this might have caused you, kindly send a Direct message and we will ensure this is escalated. ALERT⚠ BEWARE OF SCAMMERS SHARING FAKE LINK. Thank you.
https://t.co/8F4eMkpvnZ",1447429725983547393,1493415787046055940,2022-02-15T02:44:04.000Z,1480310818310959109
1492397682341875714,0,0,0,0,@avaxians @avalancheavax @el33th4xor @jayks17 @AvaxDgen @rogeravax @CryptoMichNL @jtrollip @_patrickogrady @phillipliujr @FaridRached wen discord ser,1394971681144246274,1493415778603114496,2022-02-15T02:44:02.000Z,1109084456424366080
1493344440395747329,0,0,0,0,@avalancheavax @DefiLlama Up up up 💪👏👏,1055894724245155841,1493415428709707786,2022-02-15T02:42:39.000Z,1487482378977087488
1493310728043999232,0,0,0,0,"@Avalant_NFT @avalancheavax Join  @omprakash786 @kishanllal @anshulfb @cpink_princess @Dipakair
 Thanks,I have Completed all the tasks ✅",1439663375676489728,1493414848150978561,2022-02-15T02:40:20.000Z,108269378
1493371500065280002,0,1,3,0,"@hoopdreamsbball @WeekInAvalanche @avalancheavax @BokBokNews @chikn_nft @Chiknwhalegod @PatrickNasse @rudygobert27 @farokh @RugRadio @avaxoshi ""FarmLand"" giving me early 2000's Facebook farm game vibes lmao I LOVE IT",42772527,1493414268867432448,2022-02-15T02:38:02.000Z,1433527933801402371
1493371500065280002,0,0,0,0,"@hoopdreamsbball @notxeb @WeekInAvalanche @avalancheavax @BokBokNews @chikn_nft @Chiknwhalegod @PatrickNasse @rudygobert27 @farokh @RugRadio @avaxoshi Awesome promotion page 
DM us @nftcrypto_space",42772527,1493413897185165318,2022-02-15T02:36:34.000Z,1493215126325174278
1493413687960694785,1,1,10,0,"Embedded insurance helps insurers to scale and platforms to drive new revenue streams. 

I call it win - win. 

Connecting both players using a highly scalable and secure Blockchain. 

I call it disruption. 

@versofinance @avalancheavax 

https://t.co/RKt6sy9rnR",,1493413687960694785,2022-02-15T02:35:44.000Z,1376821943970656256
